txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
4349,05-18-2011,4000944,68.4,Team Sports,Softball,Plano,Texas,credit
4350,04-08-2011,4007165,88.21,Combat Sports,Fencing,Detroit,Michigan,credit
4351,04-24-2011,4008283,20.15,Indoor Games,Billiards,Hampton  ,Virginia,cash
4352,11-07-2011,4001282,39.61,Outdoor Play Equipment,Outdoor Playsets,Scottsdale,Arizona,cash
4353,06-03-2011,4005251,92.19,Water Sports,Kitesurfing,Irving,Texas,credit
4354,02-17-2011,4001770,156.89,Racquet Sports,Squash,Berkeley,California,credit
4355,07-05-2011,4003757,95.43,Water Sports,Bodyboarding,Memphis,Tennessee,credit
4356,07-13-2011,4000730,179.01,Indoor Games,Foosball,Minneapolis,Minnesota,credit
4357,01-13-2011,4009327,42.61,Exercise & Fitness,Yoga & Pilates,Seattle,Washington,cash
4358,11-27-2011,4007167,120.28,Outdoor Recreation,Skateboarding,Houston,Texas,credit
4359,07-16-2011,4002255,160.12,Exercise & Fitness,Cardio Machines,Lincoln,Nebraska,credit
4360,12-24-2011,4007626,137.66,Indoor Games,Bowling,Cleveland,Ohio,credit
4361,12-10-2011,4004487,51.17,Water Sports,Scuba Diving & Snorkeling,Overland Park,Kansas,credit
4362,08-19-2011,4002278,53.85,Water Sports,Kitesurfing,Flint,Michigan,credit
4363,10-12-2011,4006643,111.99,Outdoor Recreation,Shooting Games,Dallas,Texas,credit
4364,07-30-2011,4001359,57.6,Outdoor Recreation,Tetherball,Kansas City,Kansas,credit
4365,07-23-2011,4001838,189.65,Exercise & Fitness,Stopwatches,Memphis,Tennessee,credit
4366,05-23-2011,4004978,51.69,Combat Sports,Fencing,Paterson,New Jersey,credit
4367,12-03-2011,4002221,52.62,Combat Sports,Fencing,Milwaukee,Wisconsin,credit
4368,06-24-2011,4006172,96.1,Team Sports,Lacrosse,Everett,Washington,credit
4369,01-13-2011,4002260,155.97,Combat Sports,Martial Arts,New Orleans,Louisiana,credit
4370,07-05-2011,4008738,91.62,Winter Sports,Snowmobiling,Salt Lake City,Utah,credit
4371,09-03-2011,4002975,75.37,Water Sports,Surfing,Salt Lake City,Utah,credit
4372,09-24-2011,4009285,186.22,Outdoor Recreation,Disc Golf,Chicago,Illinois,credit
4373,02-16-2011,4008052,180.74,Exercise & Fitness,Cardio Machines,Gresham,Oregon,credit
4374,05-23-2011,4004872,59.09,Winter Sports,Snowmobiling,Charleston,South Carolina,credit
4375,06-17-2011,4006626,115.79,Puzzles,Jigsaw Puzzles,Eugene,Oregon,credit
4376,07-01-2011,4001557,24.47,Jumping,Trampoline Accessories,Sacramento,California,cash
4377,02-03-2011,4004650,187.64,Exercise & Fitness,Free Weights,Miami,Florida,credit
4378,11-24-2011,4000353,139.78,Gymnastics,Vaulting Horses,Overland Park,Kansas,credit
4379,02-18-2011,4001812,192.6,Jumping,Trampolines,Salt Lake City,Utah,credit
4380,02-09-2011,4002678,124.64,Water Sports,Boating,Denver  ,Colorado,credit
4381,05-26-2011,4009969,88.52,Gymnastics,Gymnastics Mats,Jackson,Mississippi,credit
4382,11-10-2011,4001359,28.68,Outdoor Recreation,Rock Climbing,San Diego,California,cash
4383,11-24-2011,4001896,99.72,Exercise & Fitness,Weightlifting Machines,Memphis,Tennessee,credit
4384,02-09-2011,4001756,117.4,Exercise & Fitness,Weightlifting Machines,Louisville,Kentucky,credit
4385,03-07-2011,4004953,50.59,Water Sports,Whitewater Rafting,Anaheim,California,credit
4386,12-01-2011,4001950,179.26,Winter Sports,Bobsledding,Kansas City,Kansas,credit
4387,12-26-2011,4006671,5.22,Team Sports,Basketball,Cincinnati,Ohio,cash
4388,07-06-2011,4002732,55.79,Outdoor Recreation,Hunting,Tampa,Florida,credit
4389,02-15-2011,4003318,70.16,Exercise & Fitness,Gym Mats,Gilbert,Arizona,credit
4390,05-20-2011,4006248,131.53,Combat Sports,Boxing,Pasadena,California,credit
4391,02-21-2011,4005779,110.07,Team Sports,Cricket,Hartford,Connecticut,credit
4392,09-06-2011,4008836,184.45,Outdoor Recreation,Deck Shuffleboard,Cincinnati,Ohio,credit
4393,01-14-2011,4002943,104.04,Games,Dice Games,Denton,Texas,credit
4394,03-23-2011,4004728,180.61,Outdoor Play Equipment,Lawn Water Slides,McKinney,Texas,credit
4395,09-06-2011,4000707,24.71,Water Sports,Wetsuits,Scottsdale,Arizona,cash
4396,01-29-2011,4009887,128.28,Water Sports,Wetsuits,Kansas City,Kansas,credit
4397,05-07-2011,4008898,81.24,Air Sports,Air Suits,St. Louis  ,Missouri,credit
4398,08-10-2011,4001872,184.9,Outdoor Recreation,Cycling,Lowell,Massachusetts,credit
4399,08-28-2011,4005461,8.15,Outdoor Play Equipment,Lawn Water Slides,Overland Park,Kansas,cash
4400,03-23-2011,4000820,60.83,Team Sports,Football,Alexandria  ,Virginia,credit
4401,09-07-2011,4000227,168.76,Outdoor Recreation,Fishing,Chicago,Illinois,credit
4402,08-24-2011,4001979,158.09,Exercise & Fitness,Jump Ropes,Richmond  ,Virginia,credit
4403,09-04-2011,4002631,53.86,Gymnastics,Gymnastics Mats,Chattanooga,Tennessee,credit
4404,10-20-2011,4008289,28.14,Water Sports,Windsurfing,Columbus,Georgia,credit
4405,01-17-2011,4003952,41.88,Water Sports,Scuba Diving & Snorkeling,Midland,Texas,credit
4406,02-07-2011,4001221,103.64,Air Sports,Parachutes,Vancouver,Washington,credit
4407,01-19-2011,4008582,58.64,Outdoor Recreation,Tetherball,Overland Park,Kansas,credit
4408,10-11-2011,4000782,95.29,Outdoor Recreation,Equestrian,Orlando,Florida,credit
4409,02-17-2011,4000174,189.91,Dancing,Ballet Bars,Flint,Michigan,credit
4410,12-02-2011,4005243,192.92,Combat Sports,Fencing,Nashville  ,Tennessee,credit
4411,04-07-2011,4003149,14.38,Indoor Games,Ping Pong,Irvine,California,credit
4412,09-18-2011,4006874,145.5,Exercise & Fitness,Weightlifting Gloves,Denver  ,Colorado,credit
4413,04-17-2011,4003783,144.81,Indoor Games,Bowling,Anaheim,California,credit
4414,04-08-2011,4009827,89.67,Outdoor Recreation,Golf,Green Bay,Wisconsin,credit
4415,02-28-2011,4005303,89.43,Exercise & Fitness,Cardio Machines,Pasadena,California,credit
4416,05-20-2011,4003857,180.5,Games,Dice Games,Irving,Texas,credit
4417,10-18-2011,4003882,125.16,Exercise & Fitness,Exercise Balls,Fremont,California,credit
4418,10-03-2011,4003833,73.16,Water Sports,Boating,Cambridge,Massachusetts,credit
4419,11-17-2011,4008252,179.87,Exercise & Fitness,Exercise Balls,Madison,Wisconsin,credit
4420,10-01-2011,4009735,95.7,Outdoor Recreation,Equestrian,St. Petersburg,Florida,credit
4421,04-01-2011,4003791,69.31,Combat Sports,Fencing,Montgomery,Alabama,credit
4422,03-02-2011,4003919,36.25,Indoor Games,Foosball,West Valley City,Utah,credit
4423,05-12-2011,4000400,132.1,Exercise & Fitness,Cardio Machines,Baltimore,Maryland,credit
4424,03-13-2011,4007419,129.5,Winter Sports,Sledding,Tampa,Florida,credit
4425,09-24-2011,4001720,186.24,Indoor Games,Bowling,Centennial,Colorado,credit
4426,09-13-2011,4006792,196.23,Indoor Games,Ping Pong,Coral Springs,Florida,credit
4427,02-05-2011,4000133,101.83,Indoor Games,Table Shuffleboard,Portland,Oregon,credit
4428,08-21-2011,4000138,153.21,Games,Dice Games,Omaha,Nebraska,credit
4429,08-03-2011,4004683,8.43,Outdoor Play Equipment,Water Tables,Cambridge,Massachusetts,credit
4430,05-17-2011,4004421,12.48,Exercise & Fitness,Jump Ropes,Rockford,Illinois,credit
4431,12-06-2011,4001450,100.09,Outdoor Recreation,Deck Shuffleboard,Honolulu  ,Hawaii,credit
4432,10-08-2011,4008464,156.24,Outdoor Recreation,Geocaching,Madison,Wisconsin,credit
4433,09-24-2011,4006551,75.89,Outdoor Play Equipment,Water Tables,San Diego,California,credit
4434,07-26-2011,4009485,163.92,Outdoor Play Equipment,Slides,West Valley City,Utah,credit
4435,12-01-2011,4008198,50.3,Outdoor Recreation,Skateboarding,Denton,Texas,credit
4436,05-04-2011,4006348,90.22,Indoor Games,Air Hockey,Berkeley,California,credit
4437,03-14-2011,4000600,30.67,Exercise & Fitness,Gym Mats,New Orleans,Louisiana,credit
4438,03-23-2011,4009057,37.22,Water Sports,Wetsuits,Hampton  ,Virginia,credit
4439,08-27-2011,4009181,10.7,Gymnastics,Pommel Horses,Plano,Texas,credit
4440,08-13-2011,4003886,71.24,Exercise & Fitness,Exercise Bands,San Antonio,Texas,credit
4441,11-06-2011,4008540,5.6,Outdoor Recreation,Ice Climbing,Denton,Texas,cash
4442,05-23-2011,4009865,128.44,Exercise & Fitness,Weightlifting Machines,Columbus,Ohio,credit
4443,01-14-2011,4009878,64.51,Jumping,Trampolines,Orlando,Florida,credit
4444,11-07-2011,4002340,100.72,Water Sports,Scuba Diving & Snorkeling,Denver  ,Colorado,credit
4445,03-17-2011,4004172,196.23,Racquet Sports,Badminton,Los Angeles,California,credit
4446,01-18-2011,4008359,130.34,Exercise & Fitness,Weightlifting Machines,Anaheim,California,credit
4447,01-20-2011,4004566,160.29,Water Sports,Wetsuits,Centennial,Colorado,credit
4448,07-02-2011,4000074,142.76,Outdoor Recreation,Running,St. Louis  ,Missouri,credit
4449,01-17-2011,4000783,88.71,Outdoor Recreation,Skating,Washington,District of Columbia,credit
4450,03-11-2011,4000795,51.87,Team Sports,Rugby,Lincoln,Nebraska,credit
4451,03-07-2011,4009152,142.37,Water Sports,Windsurfing,Chattanooga,Tennessee,credit
4452,06-01-2011,4007105,154.73,Exercise & Fitness,Free Weight Bars,Kansas City,Kansas,credit
4453,09-06-2011,4003697,191.44,Outdoor Recreation,Lawn Games,Columbus,Ohio,credit
4454,04-16-2011,4007219,118.11,Indoor Games,Bowling,Paterson,New Jersey,credit
4455,11-07-2011,4002358,126.38,Team Sports,Lacrosse,Phoenix,Arizona,credit
4456,02-17-2011,4003054,187.23,Indoor Games,Bowling,El Paso,Texas,credit
4457,11-04-2011,4003633,16.81,Games,Mahjong,Bellevue,Washington,cash
4458,12-14-2011,4004821,85.04,Exercise & Fitness,Weightlifting Gloves,Oakland,California,credit
4459,09-19-2011,4007087,76.84,Outdoor Recreation,Equestrian,St. Louis  ,Missouri,credit
4460,06-04-2011,4001231,25.59,Exercise & Fitness,Foam Rollers,Dayton,Ohio,cash
4461,08-11-2011,4007476,23.9,Air Sports,Hang Gliding,Overland Park,Kansas,cash
4462,08-10-2011,4007995,83.05,Water Sports,Whitewater Rafting,Houston,Texas,credit
4463,08-28-2011,4009330,198.61,Team Sports,Team Handball,Orlando,Florida,credit
4464,03-13-2011,4002060,131.63,Team Sports,Curling,Columbia,Missouri,credit
4465,04-20-2011,4003148,196.45,Team Sports,Cheerleading,Long Beach,California,credit
4466,09-03-2011,4007805,55.69,Team Sports,Lacrosse,Paterson,New Jersey,credit
4467,02-17-2011,4002941,30.57,Exercise & Fitness,Jump Ropes,San Jose,California,cash
4468,08-07-2011,4001586,137.74,Games,Dice Games,Irvine,California,credit
4469,12-07-2011,4006514,54.56,Combat Sports,Boxing,Centennial,Colorado,credit
4470,04-19-2011,4002442,57.56,Gymnastics,Vaulting Horses,Phoenix,Arizona,credit
4471,11-18-2011,4003508,114.61,Exercise & Fitness,Weightlifting Machines,Jacksonville ,Florida,credit
4472,11-18-2011,4001474,74.17,Combat Sports,Martial Arts,McKinney,Texas,credit
4473,09-04-2011,4003389,111.59,Outdoor Recreation,Geocaching,Durham,North Carolina,credit
4474,05-06-2011,4001132,199.51,Air Sports,Air Suits,Newark,New Jersey,credit
4475,01-18-2011,4000629,64.1,Indoor Games,Air Hockey,Baltimore,Maryland,credit
4476,04-01-2011,4004583,115.44,Games,Dice & Dice Sets,Austin,Texas,credit
4477,10-12-2011,4004747,56.72,Exercise & Fitness,Exercise Balls,Birmingham,Alabama,credit
4478,09-06-2011,4004458,144.17,Exercise & Fitness,Free Weights,Flint,Michigan,credit
4479,05-31-2011,4008787,165.37,Team Sports,Football,Lowell,Massachusetts,credit
4480,05-05-2011,4005156,63.5,Team Sports,Football,Cincinnati,Ohio,credit
4481,07-12-2011,4005593,61.31,Team Sports,Cheerleading,Washington,District of Columbia,credit
4482,03-18-2011,4005818,51.3,Games,Dominoes,Santa Ana,California,credit
4483,12-02-2011,4006113,196.77,Exercise & Fitness,Yoga & Pilates,Durham,North Carolina,credit
4484,08-03-2011,4004013,152.05,Team Sports,Cheerleading,Eugene,Oregon,credit
4485,03-10-2011,4007542,160.68,Outdoor Play Equipment,Outdoor Playsets,San Diego,California,credit
4486,05-03-2011,4000141,149.19,Winter Sports,Snowmobiling,Sacramento,California,credit
4487,08-06-2011,4006540,33.58,Winter Sports,Sledding,Santa Ana,California,cash
4488,10-01-2011,4000069,60.2,Outdoor Recreation,Archery,Colorado Springs,Colorado,credit
4489,03-22-2011,4006365,185.75,Games,Board Games,Denver  ,Colorado,credit
4490,09-18-2011,4009980,67.46,Puzzles,Jigsaw Puzzles,Jersey City,New Jersey,credit
4491,07-28-2011,4008862,93.05,Water Sports,Swimming,Springfield,Illinois,credit
4492,07-10-2011,4000048,33.19,Team Sports,Team Handball,Springfield,Illinois,cash
4493,11-29-2011,4000926,156.49,Water Sports,Surfing,Portland,Oregon,credit
4494,03-21-2011,4000775,10.14,Games,Dominoes,Bellevue,Washington,cash
4495,06-23-2011,4009252,137.07,Winter Sports,Bobsledding,Boise,Idaho,credit
4496,11-26-2011,4000200,8.25,Outdoor Play Equipment,Slides,Cambridge,Massachusetts,cash
4497,12-29-2011,4008989,102.28,Outdoor Recreation,Skating,Long Beach,California,credit
4498,12-08-2011,4001984,69.45,Games,Dice Games,Phoenix,Arizona,credit
4499,02-18-2011,4004568,50.78,Outdoor Recreation,Skateboarding,Charlotte,North Carolina,credit
4500,05-13-2011,4004567,55.69,Water Sports,Kitesurfing,Brownsville,Texas,credit
4501,02-28-2011,4005078,111.09,Water Sports,Whitewater Rafting,Anaheim,California,credit
4502,02-12-2011,4001032,6.25,Gymnastics,Gymnastics Protective Gear,Green Bay,Wisconsin,credit
4503,05-30-2011,4000075,158.24,Games,Card Games,Pasadena,California,credit
4504,07-13-2011,4000328,187.94,Outdoor Play Equipment,Playhouses,Denton,Texas,credit
4505,02-11-2011,4005720,182.34,Outdoor Recreation,Deck Shuffleboard,Lexington,Kentucky,credit
4506,06-09-2011,4007047,152.01,Exercise & Fitness,Gym Mats,Pittsburgh,Pennsylvania,credit
4507,03-10-2011,4008108,141.79,Combat Sports,Fencing,Cambridge,Massachusetts,credit
4508,04-25-2011,4000824,138.17,Gymnastics,Gymnastics Bars,Hampton  ,Virginia,credit
4509,04-24-2011,4005876,39.79,Winter Sports,Snowshoeing,Centennial,Colorado,credit
4510,01-02-2011,4004698,179.88,Combat Sports,Martial Arts,Durham,North Carolina,credit
4511,06-17-2011,4000206,19.32,Water Sports,Surfing,Denton,Texas,credit
4512,09-19-2011,4007243,120.24,Outdoor Recreation,Lawn Games,San Antonio,Texas,credit
4513,10-05-2011,4003773,88.45,Water Sports,Water Tubing,Paterson,New Jersey,credit
4514,10-26-2011,4004393,193.27,Games,Poker Chips & Sets,Springfield,Illinois,credit
4515,02-03-2011,4002612,58.78,Outdoor Recreation,Geocaching,Coral Springs,Florida,credit
4516,10-12-2011,4004837,97.66,Exercise & Fitness,Abdominal Equipment,Tampa,Florida,credit
4517,12-19-2011,4004472,125.77,Exercise & Fitness,Weightlifting Gloves,Nashville  ,Tennessee,credit
4518,02-22-2011,4005884,5.64,Outdoor Recreation,Lawn Games,Anaheim,California,credit
4519,03-15-2011,4005412,31.59,Racquet Sports,Racquetball,Los Angeles,California,credit
4520,02-28-2011,4006066,191.54,Gymnastics,Balance Beams,Atlanta,Georgia,credit
4521,08-26-2011,4001595,184.39,Racquet Sports,Badminton,Indianapolis ,Indiana,credit
4522,06-15-2011,4002206,197.93,Gymnastics,Vaulting Horses,Columbus,Ohio,credit
4523,09-29-2011,4003560,126.28,Games,Board Games,Louisville,Kentucky,credit
4524,10-17-2011,4001675,20.7,Gymnastics,Balance Beams,Denver  ,Colorado,credit
4525,12-09-2011,4007774,105.19,Outdoor Recreation,Tetherball,Santa Ana,California,credit
4526,02-14-2011,4007331,172.6,Gymnastics,Gymnastics Bars,Cincinnati,Ohio,credit
4527,11-11-2011,4004683,115.97,Indoor Games,Air Hockey,Austin,Texas,credit
4528,02-22-2011,4000307,76.52,Outdoor Recreation,Fishing,Gilbert,Arizona,credit
4529,07-25-2011,4002097,170.51,Gymnastics,Gymnastics Mats,Cincinnati,Ohio,credit
4530,02-08-2011,4009524,48.32,Games,Portable Electronic Games,Dayton,Ohio,credit
4531,05-11-2011,4009658,82.32,Exercise & Fitness,Gym Mats,Kansas City,Kansas,credit
4532,01-29-2011,4008532,95.69,Outdoor Recreation,Cycling,West Valley City,Utah,credit
4533,12-11-2011,4000044,189.06,Indoor Games,Billiards,Buffalo,New York,credit
4534,01-30-2011,4000025,8.83,Outdoor Recreation,Camping & Backpacking & Hiking,Jacksonville ,Florida,credit
4535,12-01-2011,4009041,185.84,Outdoor Play Equipment,Sandboxes,Vancouver,Washington,credit
4536,06-06-2011,4001155,175.28,Games,Board Games,Minneapolis,Minnesota,credit
4537,04-04-2011,4005282,69.62,Water Sports,Water Tubing,San Diego,California,credit
4538,06-23-2011,4004306,16.92,Exercise & Fitness,Weight Benches,Washington,District of Columbia,credit
4539,12-22-2011,4007320,86.02,Games,Portable Electronic Games,Madison,Wisconsin,credit
4540,08-14-2011,4009910,102.52,Gymnastics,Pommel Horses,Louisville,Kentucky,credit
4541,02-28-2011,4004810,91.83,Gymnastics,Gymnastics Protective Gear,Scottsdale,Arizona,credit
4542,11-08-2011,4007076,116.18,Winter Sports,Snowmobiling,Santa Ana,California,credit
4543,07-08-2011,4000642,126.66,Jumping,Trampolines,Baltimore,Maryland,credit
4544,06-29-2011,4007078,45.23,Gymnastics,Pommel Horses,Jacksonville ,Florida,cash
4545,06-21-2011,4003400,158.01,Games,Dice & Dice Sets,Houston,Texas,credit
4546,11-13-2011,4003677,127.6,Indoor Games,Bowling,Houston,Texas,credit
4547,10-06-2011,4005752,70.15,Puzzles,Mechanical Puzzles,Springfield,Illinois,credit
4548,09-24-2011,4008578,168.75,Exercise & Fitness,Free Weights,Kansas City,Kansas,credit
4549,11-29-2011,4003491,195.53,Outdoor Recreation,Rock Climbing,Milwaukee,Wisconsin,credit
4550,10-26-2011,4005169,137.07,Exercise & Fitness,Weightlifting Belts,Oakland,California,credit
4551,06-16-2011,4000984,195.92,Outdoor Recreation,Equestrian,Lowell,Massachusetts,credit
4552,09-29-2011,4000542,141.21,Outdoor Recreation,Cycling,Denton,Texas,credit
4553,12-21-2011,4008415,189.59,Games,Board Games,Columbus,Ohio,credit
4554,07-02-2011,4008068,11.73,Team Sports,Cheerleading,Nashville  ,Tennessee,cash
4555,05-01-2011,4005051,41.51,Games,Dice Games,Memphis,Tennessee,cash
4556,12-11-2011,4006585,160.75,Gymnastics,Balance Beams,Sacramento,California,credit
4557,02-18-2011,4006576,151.85,Water Sports,Swimming,Phoenix,Arizona,credit
4558,07-26-2011,4009270,148.65,Winter Sports,Bobsledding,Indianapolis ,Indiana,credit
4559,06-30-2011,4005865,180.58,Indoor Games,Billiards,Honolulu  ,Hawaii,credit
4560,09-24-2011,4007247,161.85,Indoor Games,Air Hockey,San Diego,California,credit
4561,11-08-2011,4002453,64.94,Team Sports,Team Handball,Springfield,Illinois,credit
4562,02-23-2011,4006162,174.01,Outdoor Play Equipment,Swing Sets,Charlotte,North Carolina,credit
4563,08-14-2011,4001060,80.58,Exercise & Fitness,Exercise Balls,Colorado Springs,Colorado,credit
4564,04-08-2011,4002131,196.74,Exercise & Fitness,Abdominal Equipment,Newark,New Jersey,credit
4565,05-11-2011,4004666,23.41,Outdoor Play Equipment,Playhouses,Houston,Texas,cash
4566,10-16-2011,4003497,188.54,Games,Poker Chips & Sets,Tampa,Florida,credit
4567,04-03-2011,4008638,182.79,Exercise & Fitness,Gym Mats,Charlotte,North Carolina,credit
4568,05-26-2011,4006645,23.34,Water Sports,Surfing,Montgomery,Alabama,cash
4569,07-14-2011,4001203,51.04,Games,Poker Chips & Sets,Kansas City,Kansas,credit
4570,03-03-2011,4007241,171.43,Indoor Games,Table Shuffleboard,Austin,Texas,credit
4571,02-18-2011,4008727,10.86,Winter Sports,Snowshoeing,Las Vegas,Nevada,cash
4572,08-08-2011,4008333,137.61,Team Sports,Soccer,Sunnyvale,California,credit
4573,05-31-2011,4004210,144.26,Games,Portable Electronic Games,Paterson,New Jersey,credit
4574,01-06-2011,4002055,70.26,Outdoor Recreation,Hunting,Tampa,Florida,credit
4575,01-08-2011,4002880,103.76,Team Sports,Soccer,New Orleans,Louisiana,credit
4576,12-11-2011,4003900,170.73,Exercise & Fitness,Yoga & Pilates,Clarksville,Tennessee,credit
4577,03-04-2011,4000081,70.96,Exercise & Fitness,Cardio Machine Accessories,Los Angeles,California,credit
4578,02-15-2011,4001403,177.9,Water Sports,Wetsuits,Tampa,Florida,credit
4579,06-30-2011,4005899,121.78,Puzzles,Mechanical Puzzles,Stamford,Connecticut,credit
4580,06-01-2011,4008483,54.79,Gymnastics,Gymnastics Protective Gear,Brownsville,Texas,credit
4581,01-20-2011,4001868,23.21,Outdoor Recreation,Riding Scooters,Berkeley,California,cash
4582,12-10-2011,4002420,134.75,Winter Sports,Cross-Country Skiing,St. Petersburg,Florida,credit
4583,02-19-2011,4008927,14.02,Gymnastics,Gymnastics Mats,Oklahoma City,Oklahoma,cash
4584,11-06-2011,4005946,130.88,Exercise & Fitness,Free Weight Bars,St. Louis  ,Missouri,credit
4585,06-18-2011,4003496,166.55,Puzzles,Mechanical Puzzles,Coral Springs,Florida,credit
4586,06-12-2011,4008733,170.45,Exercise & Fitness,Exercise Balls,Honolulu  ,Hawaii,credit
4587,08-21-2011,4000439,88.13,Outdoor Recreation,Camping & Backpacking & Hiking,Hartford,Connecticut,credit
4588,11-21-2011,4007432,18.73,Games,Card Games,Los Angeles,California,cash
4589,03-16-2011,4008937,172.67,Gymnastics,Gymnastics Protective Gear,Charlotte,North Carolina,credit
4590,08-27-2011,4003060,123.72,Team Sports,Field Hockey,Charleston,South Carolina,credit
4591,11-11-2011,4004561,137.37,Outdoor Play Equipment,Sandboxes,Salt Lake City,Utah,credit
4592,01-26-2011,4001185,109.36,Team Sports,Soccer,Scottsdale,Arizona,credit
4593,01-05-2011,4001711,191.06,Team Sports,Soccer,Huntsville,Alabama,credit
4594,12-12-2011,4005561,186.96,Games,Card Games,Washington,District of Columbia,credit
4595,02-19-2011,4003688,102.46,Winter Sports,Cross-Country Skiing,Overland Park,Kansas,credit
4596,03-09-2011,4006583,134.76,Outdoor Recreation,Skateboarding,Austin,Texas,credit
4597,07-30-2011,4004299,68.95,Exercise & Fitness,Exercise Bands,Minneapolis,Minnesota,credit
4598,12-06-2011,4008054,38.88,Outdoor Recreation,Cycling,Honolulu  ,Hawaii,cash
4599,11-16-2011,4005735,199.3,Gymnastics,Pommel Horses,Houston,Texas,credit
4600,07-16-2011,4003689,148.01,Exercise & Fitness,Exercise Balls,Fremont,California,credit
4601,09-24-2011,4004480,152.33,Outdoor Recreation,Motorsports,Chicago,Illinois,credit
4602,02-22-2011,4000849,83.84,Outdoor Recreation,Riding Scooters,Newark,New Jersey,credit
4603,06-04-2011,4003389,95.79,Winter Sports,Snowboarding,Gilbert,Arizona,credit
4604,07-17-2011,4001473,47.23,Water Sports,Scuba Diving & Snorkeling,Minneapolis,Minnesota,credit
4605,10-17-2011,4000955,124.38,Exercise & Fitness,Free Weight Bars,Midland,Texas,credit
4606,05-13-2011,4005423,74.98,Winter Sports,Luge,Berkeley,California,credit
4607,09-25-2011,4005898,84.69,Team Sports,Rugby,Flint,Michigan,credit
4608,05-29-2011,4006116,183.03,Racquet Sports,Tennis,Charlotte,North Carolina,credit
4609,12-27-2011,4004225,140.79,Team Sports,Team Handball,Colorado Springs,Colorado,credit
4610,08-03-2011,4003898,196.18,Racquet Sports,Badminton,San Francisco,California,credit
4611,12-22-2011,4000816,185.61,Outdoor Recreation,Geocaching,New Orleans,Louisiana,credit
4612,05-02-2011,4003555,106.4,Racquet Sports,Racquetball,New York,New York,credit
4613,04-19-2011,4005575,194.53,Combat Sports,Martial Arts,Hampton  ,Virginia,credit
4614,01-22-2011,4001657,78.46,Outdoor Recreation,Disc Golf,Vancouver,Washington,credit
4615,01-16-2011,4003668,93.16,Water Sports,Windsurfing,Cambridge,Massachusetts,credit
4616,09-17-2011,4009165,102.69,Team Sports,Baseball,Bellevue,Washington,credit
4617,06-20-2011,4006294,190.49,Exercise & Fitness,Exercise Balls,Detroit,Michigan,credit
4618,10-09-2011,4001269,61.25,Games,Dominoes,Montgomery,Alabama,credit
4619,08-27-2011,4004912,79.02,Outdoor Recreation,Skating,Lexington,Kentucky,credit
4620,04-28-2011,4004976,6.33,Gymnastics,Gymnastics Bars,Long Beach,California,credit
4621,09-05-2011,4001909,63.43,Exercise & Fitness,Cardio Machines,Salem,Oregon,credit
4622,02-23-2011,4003440,7.1,Indoor Games,Foosball,Irvine,California,credit
4623,02-22-2011,4004317,104.11,Puzzles,Jigsaw Puzzles,Kansas City,Missouri,credit
4624,05-21-2011,4006024,122.19,Indoor Games,Foosball,Hampton  ,Virginia,credit
4625,11-26-2011,4002896,79.92,Outdoor Recreation,Lawn Games,Tampa,Florida,credit
4626,04-14-2011,4003100,20.29,Combat Sports,Wrestling,Midland,Texas,credit
4627,10-15-2011,4006390,82.59,Combat Sports,Boxing,Gresham,Oregon,credit
4628,09-17-2011,4005243,110.74,Outdoor Recreation,Motorsports,Lincoln,Nebraska,credit
4629,03-28-2011,4008025,182.73,Outdoor Recreation,Lawn Games,Nashville  ,Tennessee,credit
4630,05-08-2011,4006801,184.86,Water Sports,Towed Water Sports,New Orleans,Louisiana,credit
4631,07-09-2011,4001979,132.63,Water Sports,Whitewater Rafting,Huntsville,Alabama,credit
4632,10-10-2011,4003590,87.04,Exercise & Fitness,Yoga & Pilates,Chattanooga,Tennessee,credit
4633,03-23-2011,4006288,103.31,Team Sports,Rugby,Washington,District of Columbia,credit
4634,03-21-2011,4005100,32.16,Indoor Games,Ping Pong,Denver  ,Colorado,credit
4635,09-23-2011,4001222,179.07,Winter Sports,Snowshoeing,Honolulu  ,Hawaii,credit
4636,10-06-2011,4001845,7.78,Outdoor Play Equipment,Slides,Portland,Oregon,credit
4637,10-30-2011,4005816,14.95,Water Sports,Windsurfing,Milwaukee,Wisconsin,credit
4638,04-19-2011,4000989,194.84,Outdoor Recreation,Riding Scooters,Everett,Washington,credit
4639,04-08-2011,4000790,125.69,Outdoor Recreation,Disc Golf,Las Vegas,Nevada,credit
4640,02-14-2011,4004480,70.19,Outdoor Play Equipment,Slides,Cincinnati,Ohio,credit
4641,09-20-2011,4004005,186.72,Team Sports,Soccer,Irving,Texas,credit
4642,02-03-2011,4009236,26.11,Water Sports,Water Tubing,Louisville,Kentucky,cash
4643,12-03-2011,4006173,115.22,Winter Sports,Luge,Everett,Washington,credit
4644,01-14-2011,4003356,192.99,Winter Sports,Downhill Skiing,Buffalo,New York,credit
4645,05-27-2011,4004882,154.41,Outdoor Recreation,Rock Climbing,Milwaukee,Wisconsin,credit
4646,05-30-2011,4004844,177.2,Games,Portable Electronic Games,Oakland,California,credit
4647,04-28-2011,4000700,17.15,Games,Board Games,Chattanooga,Tennessee,cash
4648,08-26-2011,4004953,191.71,Team Sports,Hockey,Paterson,New Jersey,credit
4649,04-12-2011,4000556,37.03,Outdoor Recreation,Ice Climbing,Anaheim,California,cash
